id,countryCode,establishmentMeans,invasiveness,pathway,taxonID,scientificName
402,IND,Alien,Invasive,TransportationOfHabitatMaterial,402.0,Cabomba caroliniana Gray
402,IND,Alien,Invasive,MachineryEquipment,402.0,Cabomba caroliniana Gray
402,IND,Alien,Invasive,ShipBoatHullFouling,402.0,Cabomba caroliniana Gray
403,GBR,Alien,Invasive,,403.0,Lagarosiphon major (Ridley) Moss
406,IND,Native,NotInvasive,Agriculture,406.0,Alliaria petiolata (M. Bieb.) Cavara & Grande
413,GBR,Alien,Invasive,SeedContaminant,413.0,Cirsium arvense (L.) Scop.
413,GBR,Alien,Invasive,ShipBoatBallastWater,413.0,Cirsium arvense (L.) Scop.
413,GBR,Native,NotInvasive,SeedContaminant,413.0,Cirsium arvense (L.) Scop.
413,GBR,Native,NotInvasive,ShipBoatBallastWater,413.0,Cirsium arvense (L.) Scop.
413,IND,Alien,Invasive,SeedContaminant,413.0,Cirsium arvense (L.) Scop.
413,IND,Alien,Invasive,ShipBoatBallastWater,413.0,Cirsium arvense (L.) Scop.
416,BRA,Alien,Unspecified,ShipBoatBallastWater,416.0,"Limnoperna fortunei (Dunker, 1857)"
416,BRA,Alien,Unspecified,ShipBoatHullFouling,416.0,"Limnoperna fortunei (Dunker, 1857)"
418,GBR,Alien,Invasive,HitchhikersOnShipBoat,418.0,Heracleum mantegazzianum (Sommier & Levier)
420,GBR,Native,NotInvasive,OtherMeansOfTransport,420.0,"Passer domesticus (Linnaeus, 1758)"
420,IND,Native,NotInvasive,OtherMeansOfTransport,420.0,"Passer domesticus (Linnaeus, 1758)"
426,GBR,Native,NotInvasive,,426.0,Tussilago farfara L.
426,IND,Native,NotInvasive,,426.0,Tussilago farfara L.
433,BRA,Alien,Invasive,Forestry,433.0,Prosopis
433,BRA,Alien,Invasive,HitchhikersOnShipBoat,433.0,Prosopis
433,BRA,Alien,Invasive,ContaminantOnAnimals,433.0,Prosopis
433,IND,Alien,Unspecified,Forestry,433.0,Prosopis
433,IND,Alien,Unspecified,HitchhikersOnShipBoat,433.0,Prosopis
433,IND,Alien,Unspecified,ContaminantOnAnimals,433.0,Prosopis
441,GBR,Native,NotInvasive,HitchhikersOnShipBoat,441.0,Cytisus scoparius (L.) Link
441,GBR,Native,NotInvasive,Vehicles,441.0,Cytisus scoparius (L.) Link
446,IND,Native,NotInvasive,ReleaseInNatureForUse,446.0,"Monopterus albus (Zuiew, 1793)"
449,GBR,Alien,Invasive,ShipBoatBallastWater,449.0,"Potamopyrgus antipodarum (Gray, 1843)"
449,GBR,Alien,Invasive,ShipBoatHullFouling,449.0,"Potamopyrgus antipodarum (Gray, 1843)"
449,GBR,Alien,Unspecified,ShipBoatBallastWater,449.0,"Potamopyrgus antipodarum (Gray, 1843)"
449,GBR,Alien,Unspecified,ShipBoatHullFouling,449.0,"Potamopyrgus antipodarum (Gray, 1843)"
450,BRA,Alien,Invasive,ParasitesOnAnimals,450.0,Yersinia pestis (Lehmann and Neumann 1896) van Loghem 1944
450,IND,Cryptogenic,Unspecified,ParasitesOnAnimals,450.0,Yersinia pestis (Lehmann and Neumann 1896) van Loghem 1944
458,BRA,Native,NotInvasive,,458.0,"Nassella neesiana (Trin, & Rupr.) Barkworth"
469,BRA,Alien,Invasive,LandscapeFloraFaunaImprovement,469.0,Hedera helix L.
469,BRA,Alien,Invasive,HitchhikersOnShipBoat,469.0,Hedera helix L.
469,GBR,Native,NotInvasive,LandscapeFloraFaunaImprovement,469.0,Hedera helix L.
469,GBR,Native,NotInvasive,HitchhikersOnShipBoat,469.0,Hedera helix L.
476,IND,Unspecified,Unspecified,,476.0,Rubus moluccanus Linnaeus
477,IND,Native,NotInvasive,,477.0,Ipomoea aquatica Forsk.
478,GBR,Native,NotInvasive,ParasitesOnAnimals,478.0,"Varroa destructor Anderson & Trueman, 2000"
478,GBR,Cryptogenic,Invasive,ParasitesOnAnimals,478.0,"Varroa destructor Anderson & Trueman, 2000"
497,BRA,Native,NotInvasive,HitchhikersOnShipBoat,497.0,Tradescantia fluminensis Vell.
505,BRA,Alien,NotInvasive,HitchhikersOnShipBoat,505.0,Syzygium cumini (L.) Skeels
505,IND,Native,NotInvasive,HitchhikersOnShipBoat,505.0,Syzygium cumini (L.) Skeels
510,IND,Native,NotInvasive,HitchhikersOnShipBoat,510.0,Caesalpinia decapetala (Roth) Alston
510,IND,Native,NotInvasive,OtherEscapeFromConfinement,510.0,Caesalpinia decapetala (Roth) Alston
510,IND,Native,NotInvasive,TransportationOfHabitatMaterial,510.0,Caesalpinia decapetala (Roth) Alston
518,GBR,Native,NotInvasive,,518.0,Erodium cicutarium (L.) L Hr. ex Ait.
518,IND,Native,NotInvasive,,518.0,Erodium cicutarium (L.) L Hr. ex Ait.
520,IND,Native,NotInvasive,PetAquariumSpecies,520.0,"Channa marulius (Hamilton, 1822)"
520,IND,Native,NotInvasive,LiveFoodAndLiveBaits,520.0,"Channa marulius (Hamilton, 1822)"
521,BRA,Alien,Unspecified,ParasitesOnPlants,521.0,"Ceratitis capitata (Wiedemann, 1824)"
544,GBR,Alien,Invasive,ContaminatedBait,544.0,"Gymnocephalus cernuus (Linnaeus, 1758)"
544,GBR,Alien,Invasive,ShipBoatBallastWater,544.0,"Gymnocephalus cernuus (Linnaeus, 1758)"
548,GBR,Native,NotInvasive,FisheryInTheWild,548.0,"Perca fluviatilis (Linnaeus, 1758)"
549,BRA,Alien,Invasive,TransportationOfHabitatMaterial,549.0,"Anthonomus grandis (Boheman, 1843)"
549,BRA,Alien,Invasive,MachineryEquipment,549.0,"Anthonomus grandis (Boheman, 1843)"
549,BRA,Alien,Invasive,Vehicles,549.0,"Anthonomus grandis (Boheman, 1843)"
550,GBR,Alien,Unspecified,,550.0,Cronartium ribicola A. Dietr
550,IND,Cryptogenic,Unspecified,,550.0,Cronartium ribicola A. Dietr
561,BRA,Alien,Invasive,ParasitesOnAnimals,561.0,Vibrio cholerae Pacini 1854
561,GBR,Alien,Invasive,ParasitesOnAnimals,561.0,Vibrio cholerae Pacini 1854
561,IND,Alien,Invasive,ParasitesOnAnimals,561.0,Vibrio cholerae Pacini 1854
563,GBR,Alien,Invasive,ParasitesOnPlants,563.0,"Phytophthora ramorum S. Werres, A.W.A.M. de Cock"
563,GBR,Alien,Unspecified,ParasitesOnPlants,563.0,"Phytophthora ramorum S. Werres, A.W.A.M. de Cock"
564,GBR,Alien,Invasive,,564.0,Phytophthora lateralis Tucker & Milbrath 1942
564,GBR,Alien,Unspecified,,564.0,Phytophthora lateralis Tucker & Milbrath 1942
567,IND,Native,NotInvasive,,567.0,Trapa natans L.
569,BRA,Native,NotInvasive,BotanicalGardenZooAquaria,569.0,Salvinia molesta D. S. Mitchell
569,BRA,Native,NotInvasive,HitchhikersOnShipBoat,569.0,Salvinia molesta D. S. Mitchell
569,BRA,Native,NotInvasive,PetAquariumSpecies,569.0,Salvinia molesta D. S. Mitchell
569,BRA,Native,NotInvasive,HitchhikersOnShipBoat,569.0,Salvinia molesta D. S. Mitchell
569,IND,Alien,Invasive,BotanicalGardenZooAquaria,569.0,Salvinia molesta D. S. Mitchell
569,IND,Alien,Invasive,HitchhikersOnShipBoat,569.0,Salvinia molesta D. S. Mitchell
569,IND,Alien,Invasive,PetAquariumSpecies,569.0,Salvinia molesta D. S. Mitchell
569,IND,Alien,Invasive,HitchhikersOnShipBoat,569.0,Salvinia molesta D. S. Mitchell
570,BRA,Native,NotInvasive,ContaminantNurseryMaterial,570.0,Salvinia minima Baker
570,BRA,Native,NotInvasive,ShipBoatBallastWater,570.0,Salvinia minima Baker
572,GBR,Alien,Unspecified,ErosionControlDuneStabilization,572.0,Robinia pseudoacacia (L.)
572,GBR,Alien,Unspecified,HitchhikersOnShipBoat,572.0,Robinia pseudoacacia (L.)
582,IND,Native,NotInvasive,ContaminantNurseryMaterial,582.0,Persicaria perfoliata  (L.) H. Gross
600,GBR,Alien,Invasive,,600.0,"Crepidula fornicata  (Linnaeus, 1758)"
600,GBR,Alien,Unspecified,,600.0,"Crepidula fornicata  (Linnaeus, 1758)"
602,IND,Native,NotInvasive,,602.0,Limnophila sessiliflora (Vahl) Blume
605,GBR,Native,NotInvasive,,605.0,Salsola tragus L.
605,IND,Native,NotInvasive,,605.0,Salsola tragus L.
608,BRA,Alien,Unspecified,BiologicalControl,608.0,"Procambarus clarkii (Girard, 1852)"
608,BRA,Alien,Unspecified,FisheryInTheWild,608.0,"Procambarus clarkii (Girard, 1852)"
608,BRA,Alien,Unspecified,AquacultureMariculture,608.0,"Procambarus clarkii (Girard, 1852)"
608,BRA,Alien,Unspecified,PetAquariumSpecies,608.0,"Procambarus clarkii (Girard, 1852)"
608,BRA,Alien,Unspecified,LiveFoodAndLiveBaits,608.0,"Procambarus clarkii (Girard, 1852)"
608,BRA,Alien,Unspecified,ContaminatedBait,608.0,"Procambarus clarkii (Girard, 1852)"
608,GBR,Alien,Invasive,BiologicalControl,608.0,"Procambarus clarkii (Girard, 1852)"
608,GBR,Alien,Invasive,FisheryInTheWild,608.0,"Procambarus clarkii (Girard, 1852)"
608,GBR,Alien,Invasive,AquacultureMariculture,608.0,"Procambarus clarkii (Girard, 1852)"
608,GBR,Alien,Invasive,PetAquariumSpecies,608.0,"Procambarus clarkii (Girard, 1852)"
608,GBR,Alien,Invasive,LiveFoodAndLiveBaits,608.0,"Procambarus clarkii (Girard, 1852)"
608,GBR,Alien,Invasive,ContaminatedBait,608.0,"Procambarus clarkii (Girard, 1852)"
610,GBR,Native,NotInvasive,BotanicalGardenZooAquaria,610.0,Butomus umbellatus L.
610,GBR,Native,NotInvasive,ShipBoatBallastWater,610.0,Butomus umbellatus L.
613,GBR,Alien,Unspecified,FisheryInTheWild,613.0,"Leuciscus idus (Linnaeus, 1758)"
613,GBR,Alien,Unspecified,PetAquariumSpecies,613.0,"Leuciscus idus (Linnaeus, 1758)"
614,GBR,Native,NotInvasive,FisheryInTheWild,614.0,"Scardinius erythrophthalmus (Linnaeus, 1758)"
616,BRA,Native,NotInvasive,PetAquariumSpecies,616.0,"Phalloceros caudimaculatus (Hensel, 1868)"
617,IND,Alien,Invasive,PetAquariumSpecies,617.0,Gambusia holbrooki (Girard 1859)
618,GBR,Native,NotInvasive,FisheryInTheWild,618.0,"Tinca tinca (Linnaeus, 1758)"
618,IND,Alien,Unspecified,FisheryInTheWild,618.0,"Tinca tinca (Linnaeus, 1758)"
620,IND,Alien,Invasive,Agriculture,620.0,"Limnocharis flava (L.) (Buchenau, 1903)"
620,IND,Alien,Invasive,HitchhikersOnShipBoat,620.0,"Limnocharis flava (L.) (Buchenau, 1903)"
620,IND,Alien,Invasive,FoodContaminant,620.0,"Limnocharis flava (L.) (Buchenau, 1903)"
620,IND,Alien,Invasive,SeedContaminant,620.0,"Limnocharis flava (L.) (Buchenau, 1903)"
632,BRA,Alien,Invasive,,632.0,Paederia foetida L.
632,IND,Native,NotInvasive,,632.0,Paederia foetida L.
636,IND,Native,NotInvasive,Forestry,636.0,Melia azedarach L.
636,IND,Native,NotInvasive,HitchhikersOnShipBoat,636.0,Melia azedarach L.
639,IND,Alien,Invasive,,639.0,"Equus asinus Linnaeus, 1758"
645,BRA,Unspecified,Invasive,AquacultureMariculture,645.0,"Gymnodinium catenatum (Graham, 1943)"
645,BRA,Unspecified,Invasive,ShipBoatBallastWater,645.0,"Gymnodinium catenatum (Graham, 1943)"
645,BRA,Unspecified,Invasive,AnglingFishingAquacultureEquipment,645.0,"Gymnodinium catenatum (Graham, 1943)"
650,GBR,Alien,Unspecified,HitchhikersOnShipBoat,650.0,Buddleja davidii Franch.
668,BRA,Alien,Unspecified,HitchhikersOnShipBoat,668.0,Harmonia axyridis (Pallas 1773)
668,GBR,Alien,Unspecified,HitchhikersOnShipBoat,668.0,Harmonia axyridis (Pallas 1773)
683,BRA,Native,NotInvasive,PetAquariumSpecies,683.0,"Poecilia reticulata Peters, 1859"
686,IND,Native,NotInvasive,,686.0,Microstegium vimineum (Trin.) A. Camus
695,GBR,Native,NotInvasive,Agriculture,695.0,Verbascum thapsus L.
695,IND,Native,NotInvasive,Agriculture,695.0,Verbascum thapsus L.
697,IND,Native,NotInvasive,,697.0,Tamarix aphylla (L.) H. Karst.
707,BRA,Alien,Unspecified,,707.0,"Mytilopsis leucophaeata (Conrad, 1831)"
707,GBR,Alien,Invasive,,707.0,"Mytilopsis leucophaeata (Conrad, 1831)"
707,GBR,Alien,Unspecified,,707.0,"Mytilopsis leucophaeata (Conrad, 1831)"
712,IND,Alien,Invasive,Forestry,712.0,Triadica sebifera (L.) Small
712,IND,Alien,Invasive,HitchhikersOnShipBoat,712.0,Triadica sebifera (L.) Small
725,GBR,Alien,Invasive,ReleaseInNatureForUse,725.0,"Pacifastacus leniusculus (Dana, 1852)"
725,GBR,Alien,Invasive,AquacultureMariculture,725.0,"Pacifastacus leniusculus (Dana, 1852)"
727,GBR,Alien,Invasive,FoodContaminant,727.0,Sargassum muticum (Yendo) Fensholt
728,BRA,Native,NotInvasive,,728.0,Hypnea musciformis (Wulfen) Lamouroux
729,BRA,Native,NotInvasive,BiologicalControl,729.0,Cactoblastis cactorum Berg
729,BRA,Native,NotInvasive,ContaminantOnPlants,729.0,Cactoblastis cactorum Berg
738,IND,Alien,Invasive,,738.0,Kappaphycus spp.
738,IND,Alien,Unspecified,,738.0,Kappaphycus spp.
742,BRA,Native,NotInvasive,ShipBoatBallastWater,742.0,"Perna perna  (Linnaeus, 1758)"
742,IND,Native,NotInvasive,ShipBoatBallastWater,742.0,"Perna perna  (Linnaeus, 1758)"
759,IND,Native,NotInvasive,PetAquariumSpecies,759.0,Hygrophila polysperma (Roxb.) T. Anders.
763,BRA,Native,NotInvasive,TransportationOfHabitatMaterial,763.0,Alternanthera philoxeroides (Mart.) Griseb.
763,BRA,Native,NotInvasive,ShipBoatBallastWater,763.0,Alternanthera philoxeroides (Mart.) Griseb.
763,IND,Alien,Invasive,TransportationOfHabitatMaterial,763.0,Alternanthera philoxeroides (Mart.) Griseb.
763,IND,Alien,Invasive,ShipBoatBallastWater,763.0,Alternanthera philoxeroides (Mart.) Griseb.
767,IND,Native,NotInvasive,HitchhikersOnShipBoat,767.0,Alternanthera sessilis
772,BRA,Alien,Invasive,,772.0,Rottboellia cochinchinensis (Lour.) W.D. Clayton
772,IND,Native,NotInvasive,,772.0,Rottboellia cochinchinensis (Lour.) W.D. Clayton
773,BRA,Alien,Invasive,ReleaseInNatureForUse,773.0,"Hypophthalmichthys nobilis  (Richardson, 1845)"
773,BRA,Alien,Invasive,FisheryInTheWild,773.0,"Hypophthalmichthys nobilis  (Richardson, 1845)"
773,BRA,Alien,Invasive,LandscapeFloraFaunaImprovement,773.0,"Hypophthalmichthys nobilis  (Richardson, 1845)"
773,BRA,Alien,Invasive,AquacultureMariculture,773.0,"Hypophthalmichthys nobilis  (Richardson, 1845)"
773,IND,Alien,Invasive,ReleaseInNatureForUse,773.0,"Hypophthalmichthys nobilis  (Richardson, 1845)"
773,IND,Alien,Invasive,FisheryInTheWild,773.0,"Hypophthalmichthys nobilis  (Richardson, 1845)"
773,IND,Alien,Invasive,LandscapeFloraFaunaImprovement,773.0,"Hypophthalmichthys nobilis  (Richardson, 1845)"
773,IND,Alien,Invasive,AquacultureMariculture,773.0,"Hypophthalmichthys nobilis  (Richardson, 1845)"
774,BRA,Alien,Invasive,ReleaseInNatureForUse,774.0,"Hypophthalmichthys molitrix (Valenciennes in Cuvier and Valenciennes, 1844)"
774,BRA,Alien,Invasive,LandscapeFloraFaunaImprovement,774.0,"Hypophthalmichthys molitrix (Valenciennes in Cuvier and Valenciennes, 1844)"
774,BRA,Alien,Invasive,AquacultureMariculture,774.0,"Hypophthalmichthys molitrix (Valenciennes in Cuvier and Valenciennes, 1844)"
774,BRA,Alien,Invasive,LiveFoodAndLiveBaits,774.0,"Hypophthalmichthys molitrix (Valenciennes in Cuvier and Valenciennes, 1844)"
774,GBR,Alien,Invasive,ReleaseInNatureForUse,774.0,"Hypophthalmichthys molitrix (Valenciennes in Cuvier and Valenciennes, 1844)"
774,GBR,Alien,Invasive,LandscapeFloraFaunaImprovement,774.0,"Hypophthalmichthys molitrix (Valenciennes in Cuvier and Valenciennes, 1844)"
774,GBR,Alien,Invasive,AquacultureMariculture,774.0,"Hypophthalmichthys molitrix (Valenciennes in Cuvier and Valenciennes, 1844)"
774,GBR,Alien,Invasive,LiveFoodAndLiveBaits,774.0,"Hypophthalmichthys molitrix (Valenciennes in Cuvier and Valenciennes, 1844)"
774,IND,Alien,Invasive,ReleaseInNatureForUse,774.0,"Hypophthalmichthys molitrix (Valenciennes in Cuvier and Valenciennes, 1844)"
774,IND,Alien,Invasive,LandscapeFloraFaunaImprovement,774.0,"Hypophthalmichthys molitrix (Valenciennes in Cuvier and Valenciennes, 1844)"
774,IND,Alien,Invasive,AquacultureMariculture,774.0,"Hypophthalmichthys molitrix (Valenciennes in Cuvier and Valenciennes, 1844)"
774,IND,Alien,Invasive,LiveFoodAndLiveBaits,774.0,"Hypophthalmichthys molitrix (Valenciennes in Cuvier and Valenciennes, 1844)"
775,GBR,Native,NotInvasive,HitchhikersOnShipBoat,775.0,Didymosphenia geminata (Lyngbye) M. Schmidt
775,GBR,Native,NotInvasive,PeopleAndTheirLuggages,775.0,Didymosphenia geminata (Lyngbye) M. Schmidt
775,GBR,Native,NotInvasive,AnglingFishingAquacultureEquipment,775.0,Didymosphenia geminata (Lyngbye) M. Schmidt
775,GBR,Cryptogenic,Unspecified,HitchhikersOnShipBoat,775.0,Didymosphenia geminata (Lyngbye) M. Schmidt
775,GBR,Cryptogenic,Unspecified,PeopleAndTheirLuggages,775.0,Didymosphenia geminata (Lyngbye) M. Schmidt
775,GBR,Cryptogenic,Unspecified,AnglingFishingAquacultureEquipment,775.0,Didymosphenia geminata (Lyngbye) M. Schmidt
776,BRA,Native,NotInvasive,LandscapeFloraFaunaImprovement,776.0,Anredera cordifolia (Ten.) Steenis
776,BRA,Native,NotInvasive,HitchhikersOnShipBoat,776.0,Anredera cordifolia (Ten.) Steenis
777,IND,Native,NotInvasive,Agriculture,777.0,Panicum repens L.
792,BRA,Native,NotInvasive,LandscapeFloraFaunaImprovement,792.0,Spartina alterniflora Loisel.
792,BRA,Native,NotInvasive,FoodContaminant,792.0,Spartina alterniflora Loisel.
792,GBR,Alien,Invasive,LandscapeFloraFaunaImprovement,792.0,Spartina alterniflora Loisel.
792,GBR,Alien,Invasive,FoodContaminant,792.0,Spartina alterniflora Loisel.
792,IND,Alien,Invasive,LandscapeFloraFaunaImprovement,792.0,Spartina alterniflora Loisel.
792,IND,Alien,Invasive,FoodContaminant,792.0,Spartina alterniflora Loisel.
796,GBR,Alien,Invasive,FoodContaminant,796.0,Codium fragile ssp. tomentosoides ssp. tomentosoides* (van Goor) P.C. Silva
796,GBR,Alien,Invasive,ShipBoatHullFouling,796.0,Codium fragile ssp. tomentosoides ssp. tomentosoides* (van Goor) P.C. Silva
797,GBR,Alien,NotInvasive,ShipBoatHullFouling,797.0,"Crassostrea gigas (Thunberg, 1793)"
798,GBR,Native,NotInvasive,,798.0,"Ostrea edulis  Linnaeus, 1758"
802,GBR,Native,NotInvasive,,802.0,Eupatorium cannabinum L.
802,IND,Alien,Invasive,,802.0,Eupatorium cannabinum L.
810,GBR,Native,NotInvasive,,810.0,Frangula alnus P. Mill.
813,BRA,Alien,Unspecified,ReleaseInNatureForUse,813.0,Oreochromis
813,BRA,Alien,Unspecified,AquacultureMariculture,813.0,Oreochromis
813,IND,Alien,Unspecified,ReleaseInNatureForUse,813.0,Oreochromis
813,IND,Alien,Unspecified,AquacultureMariculture,813.0,Oreochromis
836,BRA,Native,NotInvasive,,836.0,Gunnera tinctoria (Molina) Mirbel
837,IND,Alien,Invasive,HitchhikersOnShipBoat,837.0,Asparagus densiflorus (Kunth) Jessop
839,GBR,Alien,Invasive,ParasitesOnAnimals,839.0,Beak and feather disease virus (BFDV)
843,GBR,Alien,Invasive,,843.0,"Ovis aries Linnaeus, 1758"
844,GBR,Native,NotInvasive,,844.0,Ranunculus ficaria L.
846,IND,Native,NotInvasive,ErosionControlDuneStabilization,846.0,Cenchrus ciliaris  L.
846,IND,Native,NotInvasive,LandscapeFloraFaunaImprovement,846.0,Cenchrus ciliaris  L.
846,IND,Native,NotInvasive,Agriculture,846.0,Cenchrus ciliaris  L.
850,BRA,Native,NotInvasive,HitchhikersOnShipBoat,850.0,Cestrum parqui L Hr.
851,IND,Alien,Unspecified,,851.0,Cestrum nocturnum L.
854,IND,Native,NotInvasive,HitchhikersOnShipBoat,854.0,Houttuynia cordata Thunb.
858,GBR,Native,NotInvasive,,858.0,Sagittaria sagittifolia L.
862,GBR,Native,NotInvasive,,862.0,Hydrocharis morsus-ranae L.
863,BRA,Native,NotInvasive,,863.0,Gymnocoronis spilanthoides (D. Don ex Hook. & Arn.) DC..
863,IND,Alien,Invasive,,863.0,Gymnocoronis spilanthoides (D. Don ex Hook. & Arn.) DC..
866,GBR,Alien,Unspecified,LandscapeFloraFaunaImprovement,866.0,Zizania latifolia (Griseb.) Turcz. ex Stapf
866,GBR,Alien,Unspecified,Agriculture,866.0,Zizania latifolia (Griseb.) Turcz. ex Stapf
866,GBR,Alien,Unspecified,ShipBoatBallastWater,866.0,Zizania latifolia (Griseb.) Turcz. ex Stapf
866,IND,Native,NotInvasive,LandscapeFloraFaunaImprovement,866.0,Zizania latifolia (Griseb.) Turcz. ex Stapf
866,IND,Native,NotInvasive,Agriculture,866.0,Zizania latifolia (Griseb.) Turcz. ex Stapf
866,IND,Native,NotInvasive,ShipBoatBallastWater,866.0,Zizania latifolia (Griseb.) Turcz. ex Stapf
871,BRA,Native,NotInvasive,SeedContaminant,871.0,Ludwigia peruviana (L.) Hara
871,IND,Alien,Invasive,SeedContaminant,871.0,Ludwigia peruviana (L.) Hara
873,GBR,Native,NotInvasive,ErosionControlDuneStabilization,873.0,Iris pseudacorus L.
873,GBR,Native,NotInvasive,HitchhikersOnShipBoat,873.0,Iris pseudacorus L.
880,IND,Native,NotInvasive,,880.0,Lygodium microphyllum (Cav.) R. Br.
886,GBR,Alien,Invasive,BiologicalControl,886.0,"Mustela furo Linnaeus, 1758 (Clapperton, 2001)"
886,GBR,Alien,Invasive,FurFarms,886.0,"Mustela furo Linnaeus, 1758 (Clapperton, 2001)"
886,GBR,Alien,Invasive,PetAquariumSpecies,886.0,"Mustela furo Linnaeus, 1758 (Clapperton, 2001)"
886,GBR,Cryptogenic,Unspecified,BiologicalControl,886.0,"Mustela furo Linnaeus, 1758 (Clapperton, 2001)"
886,GBR,Cryptogenic,Unspecified,FurFarms,886.0,"Mustela furo Linnaeus, 1758 (Clapperton, 2001)"
886,GBR,Cryptogenic,Unspecified,PetAquariumSpecies,886.0,"Mustela furo Linnaeus, 1758 (Clapperton, 2001)"
887,GBR,Native,NotInvasive,ErosionControlDuneStabilization,887.0,Salix cinerea L.
887,GBR,Native,NotInvasive,LandscapeFloraFaunaImprovement,887.0,Salix cinerea L.
890,BRA,Alien,Invasive,ErosionControlDuneStabilization,890.0,Pinus
890,BRA,Alien,Invasive,Forestry,890.0,Pinus
890,BRA,Alien,Invasive,HitchhikersOnShipBoat,890.0,Pinus
890,GBR,Cryptogenic,Unspecified,ErosionControlDuneStabilization,890.0,Pinus
890,GBR,Cryptogenic,Unspecified,Forestry,890.0,Pinus
890,GBR,Cryptogenic,Unspecified,HitchhikersOnShipBoat,890.0,Pinus
891,GBR,Alien,Invasive,ContaminantOnAnimals,891.0,Glyceria maxima  (Hartman) Holmb.
895,BRA,Native,NotInvasive,MachineryEquipment,895.0,Typha latifolia  L.
895,BRA,Native,NotInvasive,PeopleAndTheirLuggages,895.0,Typha latifolia  L.
895,GBR,Native,NotInvasive,MachineryEquipment,895.0,Typha latifolia  L.
895,GBR,Native,NotInvasive,PeopleAndTheirLuggages,895.0,Typha latifolia  L.
896,IND,Native,NotInvasive,TransportationOfHabitatMaterial,896.0,"Vespula germanica (Fabricius, 1793)"
896,IND,Native,NotInvasive,ContainerBulk,896.0,"Vespula germanica (Fabricius, 1793)"
896,IND,Native,NotInvasive,HitchhikersInOrOnPlane,896.0,"Vespula germanica (Fabricius, 1793)"
902,GBR,Native,NotInvasive,HitchhikersOnShipBoat,902.0,Potamogeton perfoliatus  L.
902,GBR,Native,NotInvasive,PetAquariumSpecies,902.0,Potamogeton perfoliatus  L.
902,GBR,Native,NotInvasive,HitchhikersOnShipBoat,902.0,Potamogeton perfoliatus  L.
902,GBR,Native,NotInvasive,MachineryEquipment,902.0,Potamogeton perfoliatus  L.
927,GBR,Native,NotInvasive,,927.0,Setaria verticillata (L.) P.Beauv
942,GBR,Alien,Invasive,HitchhikersOnShipBoat,942.0,Impatiens glandulifera Royle
942,GBR,Alien,Invasive,TransportationOfHabitatMaterial,942.0,Impatiens glandulifera Royle
942,GBR,Alien,Unspecified,HitchhikersOnShipBoat,942.0,Impatiens glandulifera Royle
942,GBR,Alien,Unspecified,TransportationOfHabitatMaterial,942.0,Impatiens glandulifera Royle
942,IND,Native,NotInvasive,HitchhikersOnShipBoat,942.0,Impatiens glandulifera Royle
942,IND,Native,NotInvasive,TransportationOfHabitatMaterial,942.0,Impatiens glandulifera Royle
946,BRA,Alien,Invasive,FoodContaminant,946.0,"Didemnum spp. Savigny, 1816"
946,BRA,Alien,Invasive,ContaminantOnAnimals,946.0,"Didemnum spp. Savigny, 1816"
946,BRA,Alien,Invasive,ShipBoatHullFouling,946.0,"Didemnum spp. Savigny, 1816"
951,GBR,Alien,Invasive,FoodContaminant,951.0,Styela clava Herdman 1881
951,GBR,Alien,Invasive,ShipBoatHullFouling,951.0,Styela clava Herdman 1881
952,BRA,Alien,Unspecified,FoodContaminant,952.0,"Styela plicata Lesuer, 1823"
952,BRA,Alien,Unspecified,ShipBoatBallastWater,952.0,"Styela plicata Lesuer, 1823"
952,BRA,Alien,Unspecified,ShipBoatHullFouling,952.0,"Styela plicata Lesuer, 1823"
953,IND,Native,NotInvasive,ShipBoatHullFouling,953.0,"Mycale grandis Gray, 1867"
954,IND,Alien,NotInvasive,,954.0,"Zosterops japonicus Temminck & Schlegel, 1847"
958,BRA,Alien,Invasive,ContaminantNurseryMaterial,958.0,"Paratrechina longicornis (Latreille, 1802)"
958,BRA,Alien,Invasive,FoodContaminant,958.0,"Paratrechina longicornis (Latreille, 1802)"
958,BRA,Alien,Invasive,TimberTrade,958.0,"Paratrechina longicornis (Latreille, 1802)"
958,BRA,Alien,Invasive,TransportationOfHabitatMaterial,958.0,"Paratrechina longicornis (Latreille, 1802)"
958,BRA,Alien,Invasive,ContainerBulk,958.0,"Paratrechina longicornis (Latreille, 1802)"
958,BRA,Alien,Invasive,HitchhikersOnShipBoat,958.0,"Paratrechina longicornis (Latreille, 1802)"
958,BRA,Alien,Invasive,PeopleAndTheirLuggages,958.0,"Paratrechina longicornis (Latreille, 1802)"
958,BRA,Alien,Unspecified,ContaminantNurseryMaterial,958.0,"Paratrechina longicornis (Latreille, 1802)"
958,BRA,Alien,Unspecified,FoodContaminant,958.0,"Paratrechina longicornis (Latreille, 1802)"
958,BRA,Alien,Unspecified,TimberTrade,958.0,"Paratrechina longicornis (Latreille, 1802)"
958,BRA,Alien,Unspecified,TransportationOfHabitatMaterial,958.0,"Paratrechina longicornis (Latreille, 1802)"
958,BRA,Alien,Unspecified,ContainerBulk,958.0,"Paratrechina longicornis (Latreille, 1802)"
958,BRA,Alien,Unspecified,HitchhikersOnShipBoat,958.0,"Paratrechina longicornis (Latreille, 1802)"
958,BRA,Alien,Unspecified,PeopleAndTheirLuggages,958.0,"Paratrechina longicornis (Latreille, 1802)"
